acc_a	acc_b	wgs_dist	brad_dist	s16_dist
GCA_004104435	GCA_018847435	0.36372	0.45238	0.01420
GCA_004104435	GCA_018847455	0.36454	0.45238	0.01420
GCA_004104435	GCA_018847475	0.36413	0.46165	0.01420
GCA_004104435	GCA_018847495	0.36454	0.46045	0.01420
GCA_004104435	GCA_018847515	0.36495	0.46220	0.01420
GCA_004104435	GCA_018847535	0.35966	0.42636	0.01420
GCA_004104435	GCA_018847595	0.38843	0.47839	0.01762
GCA_004104435	GCA_028743255	0.38203	0.44276	0.01420
GCA_004104435	GCA_033947425	0.35123	0.43798	0.01420
GCA_004104435	GCA_033947545	0.52389	0.61967	0.01420
GCA_004104435	GCA_036796995	0.51067	0.62792	0.00000
GCA_004104435	GCA_040616545	2.74084	3.45643	0.17416
GCA_004319565	GCA_008000975	0.24122	0.30050	0.00000
GCA_004319565	GCA_009731575	0.29468	0.35849	0.00000
GCA_004319565	GCA_010223095	0.28388	0.36180	0.00000
GCA_004319565	GCA_010223115	0.28422	0.36180	0.00000
GCA_004319565	GCA_010223135	0.51945	0.65980	0.01420
GCA_004319565	GCA_010223405	0.51945	0.65980	0.01420
GCA_004319565	GCA_010223575	0.51945	0.65980	0.01420
GCA_004319565	GCA_010229315	0.48776	0.58961	0.01420
GCA_004319565	GCA_010230155	0.25812	0.35169	0.00000
GCA_004319565	GCA_010230515	0.27333	0.31832	0.00000
GCA_004319565	GCA_010230725	0.27333	0.31832	0.00000
GCA_004319565	GCA_010230935	0.27333	0.31832	0.00000
GCA_004319565	GCA_010231195	0.27333	0.31832	0.00000
GCA_004319565	GCA_010509235	0.29468	0.35849	0.00000
GCA_004319565	GCA_014170075	0.53917	0.64174	0.01420
GCA_004319565	GCA_017504145	0.24059	0.30050	0.00000
GCA_004319565	GCA_017570425	0.50150	0.60412	0.01420
GCA_004319565	GCA_017570485	0.50150	0.60412	0.01420
GCA_004319565	GCA_017570505	0.50150	0.60412	0.01420
GCA_004319565	GCA_017570525	0.50150	0.60412	0.01420
GCA_004319565	GCA_018847115	0.54377	0.66429	0.03207
GCA_004319565	GCA_018847155	0.54435	0.66429	0.03207
GCA_004319565	GCA_018847175	0.54493	0.66429	0.03207
GCA_004319565	GCA_018847215	0.52167	0.60885	0.01762
GCA_004319565	GCA_018847255	0.52278	0.70008	0.02861
GCA_004319565	GCA_018847275	0.52222	0.69849	0.02861
GCA_004319565	GCA_018847295	0.52167	0.69902	0.02861
GCA_004319565	GCA_018847315	0.52278	0.69902	0.02861
GCA_004319565	GCA_018847335	0.52222	0.70116	0.02861
GCA_004319565	GCA_018847355	0.50850	0.61315	0.01420
GCA_004319565	GCA_018847395	0.50850	0.61519	0.01420
GCA_004319565	GCA_018847435	0.50796	0.64882	0.01420
GCA_004319565	GCA_018847455	0.51067	0.64882	0.01420
GCA_004319565	GCA_018847475	0.51176	0.65367	0.01420
GCA_004319565	GCA_018847495	0.51231	0.65423	0.01420
GCA_004319565	GCA_018847515	0.51231	0.65638	0.01420
GCA_004319565	GCA_018847535	0.50796	0.61370	0.01420
GCA_004319565	GCA_018847595	0.57226	0.65813	0.01762
GCA_004319565	GCA_028743255	0.47285	0.59015	0.01420
GCA_004319565	GCA_033947425	0.49300	0.62456	0.01420
GCA_004319565	GCA_033947545	0.28422	0.34254	0.01420
GCA_004319565	GCA_036796995	0.27165	0.36487	0.00000
GCA_004319565	GCA_040616545	2.75057	3.51928	0.17416
GCA_008000975	GCA_009731575	0.26632	0.36053	0.00000
GCA_008000975	GCA_010223095	0.29012	0.38501	0.00000
GCA_008000975	GCA_010223115	0.29082	0.38501	0.00000
GCA_008000975	GCA_010223135	0.49300	0.64152	0.01420
GCA_008000975	GCA_010223405	0.49300	0.64152	0.01420
GCA_008000975	GCA_010223575	0.49300	0.63938	0.01420
GCA_008000975	GCA_010229315	0.45443	0.60441	0.01420
GCA_008000975	GCA_010230155	0.26236	0.39693	0.00000
GCA_008000975	GCA_010230515	0.28250	0.37841	0.00000
GCA_008000975	GCA_010230725	0.28250	0.38005	0.00000
GCA_008000975	GCA_010230935	0.28250	0.37841	0.00000
GCA_008000975	GCA_010231195	0.28250	0.37841	0.00000
GCA_008000975	GCA_010509235	0.26632	0.36053	0.00000
GCA_008000975	GCA_014170075	0.50579	0.61546	0.01420
GCA_008000975	GCA_017504145	0.00050	0.00000	0.00000
GCA_008000975	GCA_017570425	0.46231	0.62096	0.01420
GCA_008000975	GCA_017570485	0.46231	0.62096	0.01420
GCA_008000975	GCA_017570505	0.46231	0.62096	0.01420
GCA_008000975	GCA_017570525	0.46231	0.62096	0.01420
GCA_008000975	GCA_018847115	0.50364	0.62633	0.03207
GCA_008000975	GCA_018847155	0.50310	0.62633	0.03207
GCA_008000975	GCA_018847175	0.50418	0.62633	0.03207
GCA_008000975	GCA_018847215	0.49617	0.62765	0.01762
GCA_008000975	GCA_018847255	0.50418	0.69963	0.02861
GCA_008000975	GCA_018847275	0.50364	0.69802	0.02861
GCA_008000975	GCA_018847295	0.50310	0.70073	0.02861
GCA_008000975	GCA_018847315	0.50418	0.69856	0.02861
GCA_008000975	GCA_018847335	0.50310	0.70073	0.02861
GCA_008000975	GCA_018847355	0.48516	0.62192	0.01420
GCA_008000975	GCA_018847395	0.48516	0.62192	0.01420
GCA_008000975	GCA_018847435	0.48206	0.63259	0.01420
GCA_008000975	GCA_018847455	0.48309	0.63259	0.01420
GCA_008000975	GCA_018847475	0.48464	0.63530	0.01420
GCA_008000975	GCA_018847495	0.48516	0.63586	0.01420
GCA_008000975	GCA_018847515	0.48516	0.63801	0.01420
GCA_008000975	GCA_018847535	0.48464	0.62248	0.01420
GCA_008000975	GCA_018847595	0.51559	0.63982	0.01762
GCA_008000975	GCA_028743255	0.47083	0.63447	0.01420
GCA_008000975	GCA_033947425	0.49459	0.61888	0.01420
GCA_008000975	GCA_033947545	0.28147	0.35724	0.01420
GCA_008000975	GCA_036796995	0.26138	0.36376	0.00000
GCA_008000975	GCA_040616545	2.73121	3.39103	0.17416
GCA_009731575	GCA_010223095	0.28630	0.38509	0.00000
GCA_009731575	GCA_010223115	0.28664	0.38509	0.00000
GCA_009731575	GCA_010223135	0.51724	0.63066	0.01420
GCA_009731575	GCA_010223405	0.51724	0.63066	0.01420
GCA_009731575	GCA_010223575	0.51724	0.63066	0.01420
GCA_009731575	GCA_010229315	0.47590	0.60502	0.01420
GCA_009731575	GCA_010230155	0.26864	0.35154	0.00000
GCA_009731575	GCA_010230515	0.26665	0.35057	0.00000
GCA_009731575	GCA_010230725	0.26665	0.35057	0.00000
GCA_009731575	GCA_010230935	0.26665	0.35057	0.00000
GCA_009731575	GCA_010231195	0.26665	0.35057	0.00000
GCA_009731575	GCA_010509235	0.00000	0.00000	0.00000
GCA_009731575	GCA_014170075	0.54031	0.63593	0.01420
GCA_009731575	GCA_017504145	0.26665	0.36053	0.00000
GCA_009731575	GCA_017570425	0.51176	0.59518	0.01420
GCA_009731575	GCA_017570485	0.51176	0.59518	0.01420
GCA_009731575	GCA_017570505	0.51176	0.59518	0.01420
GCA_009731575	GCA_017570525	0.51176	0.59518	0.01420
GCA_009731575	GCA_018847115	0.56140	0.69259	0.03207
GCA_009731575	GCA_018847155	0.56140	0.69259	0.03207
GCA_009731575	GCA_018847175	0.56140	0.69259	0.03207
GCA_009731575	GCA_018847215	0.52056	0.59798	0.01762
GCA_009731575	GCA_018847255	0.52056	0.74246	0.02861
GCA_009731575	GCA_018847275	0.52111	0.74089	0.02861
GCA_009731575	GCA_018847295	0.51890	0.74361	0.02861
GCA_009731575	GCA_018847315	0.52056	0.74141	0.02861
GCA_009731575	GCA_018847335	0.52056	0.74361	0.02861
GCA_009731575	GCA_018847355	0.50418	0.59606	0.01420
GCA_009731575	GCA_018847395	0.50472	0.59803	0.01420
GCA_009731575	GCA_018847435	0.51176	0.62614	0.01420
GCA_009731575	GCA_018847455	0.51340	0.62614	0.01420
GCA_009731575	GCA_018847475	0.51231	0.62875	0.01420
GCA_009731575	GCA_018847495	0.51285	0.62930	0.01420
GCA_009731575	GCA_018847515	0.51285	0.63136	0.01420
GCA_009731575	GCA_018847535	0.50418	0.59661	0.01420
GCA_009731575	GCA_018847595	0.56862	0.68823	0.01762
GCA_009731575	GCA_028743255	0.50525	0.64252	0.01420
GCA_009731575	GCA_033947425	0.52445	0.63966	0.01420
GCA_009731575	GCA_033947545	0.25359	0.32107	0.01420
GCA_009731575	GCA_036796995	0.27367	0.36291	0.00000
GCA_009731575	GCA_040616545	2.73121	3.38905	0.17416
GCA_010223095	GCA_010223115	0.00033	0.00000	0.00000
GCA_010223095	GCA_010223135	0.50364	0.66310	0.01420
GCA_010223095	GCA_010223405	0.50364	0.66310	0.01420
GCA_010223095	GCA_010223575	0.50364	0.66310	0.01420
GCA_010223095	GCA_010229315	0.46580	0.63112	0.01420
GCA_010223095	GCA_010230155	0.26998	0.36595	0.00000
GCA_010223095	GCA_010230515	0.26040	0.34309	0.00000
GCA_010223095	GCA_010230725	0.26040	0.34309	0.00000
GCA_010223095	GCA_010230935	0.26040	0.34309	0.00000
GCA_010223095	GCA_010231195	0.26040	0.34309	0.00000
GCA_010223095	GCA_010509235	0.28630	0.38509	0.00000
GCA_010223095	GCA_014170075	0.54900	0.64736	0.01420
GCA_010223095	GCA_017504145	0.28977	0.38501	0.00000
GCA_010223095	GCA_017570425	0.47948	0.62027	0.01420
GCA_010223095	GCA_017570485	0.47948	0.62027	0.01420
GCA_010223095	GCA_017570505	0.47948	0.62027	0.01420
GCA_010223095	GCA_017570525	0.47948	0.62027	0.01420
GCA_010223095	GCA_018847115	0.53516	0.70480	0.03207
GCA_010223095	GCA_018847155	0.53516	0.70480	0.03207
GCA_010223095	GCA_018847175	0.53630	0.70480	0.03207
GCA_010223095	GCA_018847215	0.52613	0.64484	0.01762
GCA_010223095	GCA_018847255	0.51890	0.72816	0.02861
GCA_010223095	GCA_018847275	0.51890	0.72660	0.02861
GCA_010223095	GCA_018847295	0.51724	0.72712	0.02861
GCA_010223095	GCA_018847315	0.51890	0.72712	0.02861
GCA_010223095	GCA_018847335	0.51890	0.72928	0.02861
GCA_010223095	GCA_018847355	0.50687	0.63335	0.01420
GCA_010223095	GCA_018847395	0.50687	0.63335	0.01420
GCA_010223095	GCA_018847435	0.49353	0.65233	0.01420
GCA_010223095	GCA_018847455	0.49511	0.65233	0.01420
GCA_010223095	GCA_018847475	0.49617	0.65921	0.01420
GCA_010223095	GCA_018847495	0.49670	0.65764	0.01420
GCA_010223095	GCA_018847515	0.49617	0.65976	0.01420
GCA_010223095	GCA_018847535	0.50633	0.63389	0.01420
GCA_010223095	GCA_018847595	0.54551	0.70026	0.01762
GCA_010223095	GCA_028743255	0.46331	0.60265	0.01420
GCA_010223095	GCA_033947425	0.50687	0.63879	0.01420
GCA_010223095	GCA_033947545	0.28457	0.37734	0.01420
GCA_010223095	GCA_036796995	0.28733	0.39999	0.00000
GCA_010223095	GCA_040616545	2.75057	3.50174	0.17416
GCA_010223115	GCA_010223135	0.50310	0.66310	0.01420
GCA_010223115	GCA_010223405	0.50310	0.66310	0.01420
GCA_010223115	GCA_010223575	0.50364	0.66310	0.01420
GCA_010223115	GCA_010229315	0.46530	0.63112	0.01420
GCA_010223115	GCA_010230155	0.26998	0.36595	0.00000
GCA_010223115	GCA_010230515	0.26040	0.34309	0.00000
GCA_010223115	GCA_010230725	0.26040	0.34309	0.00000
GCA_010223115	GCA_010230935	0.26040	0.34309	0.00000
GCA_010223115	GCA_010231195	0.26040	0.34309	0.00000
GCA_010223115	GCA_010509235	0.28664	0.38509	0.00000
GCA_010223115	GCA_014170075	0.54900	0.64736	0.01420
GCA_010223115	GCA_017504145	0.29047	0.38501	0.00000
GCA_010223115	GCA_017570425	0.47948	0.62027	0.01420
GCA_010223115	GCA_017570485	0.47948	0.62027	0.01420
GCA_010223115	GCA_017570505	0.47948	0.62027	0.01420
GCA_010223115	GCA_017570525	0.47948	0.62027	0.01420
GCA_010223115	GCA_018847115	0.53516	0.70480	0.03207
GCA_010223115	GCA_018847155	0.53516	0.70480	0.03207
GCA_010223115	GCA_018847175	0.53573	0.70480	0.03207
GCA_010223115	GCA_018847215	0.52613	0.64484	0.01762
GCA_010223115	GCA_018847255	0.51890	0.72816	0.02861
GCA_010223115	GCA_018847275	0.51834	0.72660	0.02861
GCA_010223115	GCA_018847295	0.51724	0.72712	0.02861
GCA_010223115	GCA_018847315	0.51890	0.72712	0.02861
GCA_010223115	GCA_018847335	0.51890	0.72928	0.02861
GCA_010223115	GCA_018847355	0.50633	0.63335	0.01420
GCA_010223115	GCA_018847395	0.50687	0.63335	0.01420
GCA_010223115	GCA_018847435	0.49300	0.65233	0.01420
GCA_010223115	GCA_018847455	0.49511	0.65233	0.01420
GCA_010223115	GCA_018847475	0.49564	0.65921	0.01420
GCA_010223115	GCA_018847495	0.49617	0.65764	0.01420
GCA_010223115	GCA_018847515	0.49617	0.65976	0.01420
GCA_010223115	GCA_018847535	0.50633	0.63389	0.01420
GCA_010223115	GCA_018847595	0.54551	0.70026	0.01762
GCA_010223115	GCA_028743255	0.46331	0.60265	0.01420
GCA_010223115	GCA_033947425	0.50687	0.63879	0.01420
GCA_010223115	GCA_033947545	0.28491	0.37734	0.01420
GCA_010223115	GCA_036796995	0.28768	0.39999	0.00000
GCA_010223115	GCA_040616545	2.75057	3.50174	0.17416
GCA_010223135	GCA_010223405	0.00033	0.00000	0.00000
GCA_010223135	GCA_010223575	0.00050	0.00110	0.00000
GCA_010223135	GCA_010229315	0.22979	0.34131	0.00000
GCA_010223135	GCA_010230155	0.48361	0.64263	0.01420
GCA_010223135	GCA_010230515	0.50257	0.64469	0.01420
GCA_010223135	GCA_010230725	0.50257	0.64469	0.01420
GCA_010223135	GCA_010230935	0.50257	0.64469	0.01420
GCA_010223135	GCA_010231195	0.50257	0.64469	0.01420
GCA_010223135	GCA_010509235	0.51724	0.63066	0.01420
GCA_010223135	GCA_014170075	0.36209	0.46361	0.02861
GCA_010223135	GCA_017504145	0.49248	0.64152	0.01420
GCA_010223135	GCA_017570425	0.25747	0.33147	0.00000
GCA_010223135	GCA_017570485	0.25747	0.33147	0.00000
GCA_010223135	GCA_017570505	0.25747	0.33147	0.00000
GCA_010223135	GCA_017570525	0.25747	0.33147	0.00000
GCA_010223135	GCA_018847115	0.36168	0.44984	0.01762
GCA_010223135	GCA_018847155	0.36128	0.44984	0.01762
GCA_010223135	GCA_018847175	0.36128	0.44984	0.01762
GCA_010223135	GCA_018847215	0.34490	0.43322	0.03207
GCA_010223135	GCA_018847255	0.36577	0.49449	0.01420
GCA_010223135	GCA_018847275	0.36536	0.49291	0.01420
GCA_010223135	GCA_018847295	0.36372	0.49343	0.01420
GCA_010223135	GCA_018847315	0.36536	0.49343	0.01420
GCA_010223135	GCA_018847335	0.36577	0.49516	0.01420
GCA_010223135	GCA_018847355	0.34766	0.43760	0.00000
GCA_010223135	GCA_018847395	0.34727	0.43423	0.00000
GCA_010223135	GCA_018847435	0.01343	0.01224	0.00000
GCA_010223135	GCA_018847455	0.01413	0.01224	0.00000
GCA_010223135	GCA_018847475	0.00998	0.00610	0.00000
GCA_010223135	GCA_018847495	0.00981	0.00554	0.00000
GCA_010223135	GCA_018847515	0.00998	0.00665	0.00000
GCA_010223135	GCA_018847535	0.34727	0.43309	0.00000
GCA_010223135	GCA_018847595	0.37320	0.47497	0.03207
GCA_010223135	GCA_028743255	0.26236	0.35509	0.00000
GCA_010223135	GCA_033947425	0.20638	0.23705	0.00000
GCA_010223135	GCA_033947545	0.49936	0.62626	0.02861
GCA_010223135	GCA_036796995	0.50741	0.64296	0.01420
GCA_010223135	GCA_040616545	2.70291	3.41831	0.19109
GCA_010223405	GCA_010223575	0.00017	0.00110	0.00000
GCA_010223405	GCA_010229315	0.22979	0.34131	0.00000
GCA_010223405	GCA_010230155	0.48361	0.64263	0.01420
GCA_010223405	GCA_010230515	0.50257	0.64469	0.01420
GCA_010223405	GCA_010230725	0.50257	0.64469	0.01420
GCA_010223405	GCA_010230935	0.50257	0.64469	0.01420
GCA_010223405	GCA_010231195	0.50257	0.64469	0.01420
GCA_010223405	GCA_010509235	0.51724	0.63066	0.01420
GCA_010223405	GCA_014170075	0.36209	0.46361	0.02861
GCA_010223405	GCA_017504145	0.49248	0.64152	0.01420
GCA_010223405	GCA_017570425	0.25747	0.33147	0.00000
GCA_010223405	GCA_017570485	0.25747	0.33147	0.00000
GCA_010223405	GCA_017570505	0.25747	0.33147	0.00000
GCA_010223405	GCA_017570525	0.25747	0.33147	0.00000
GCA_010223405	GCA_018847115	0.36168	0.44984	0.01762
GCA_010223405	GCA_018847155	0.36128	0.44984	0.01762
GCA_010223405	GCA_018847175	0.36128	0.44984	0.01762
GCA_010223405	GCA_018847215	0.34451	0.43322	0.03207
GCA_010223405	GCA_018847255	0.36577	0.49449	0.01420
GCA_010223405	GCA_018847275	0.36536	0.49291	0.01420
GCA_010223405	GCA_018847295	0.36372	0.49343	0.01420
GCA_010223405	GCA_018847315	0.36536	0.49343	0.01420
GCA_010223405	GCA_018847335	0.36577	0.49516	0.01420
GCA_010223405	GCA_018847355	0.34766	0.43760	0.00000
