acc_a	acc_b	wgs_dist	brad_dist	s16_dist
GCA_019249825	GCA_032450655	0.86995	0.90177	0.10838
GCA_019249825	GCA_032451715	0.94908	1.04989	0.10103
GCA_019249825	GCA_032452275	0.94239	1.01667	0.08864
GCA_019249825	GCA_032452555	1.07404	1.22908	0.25103
GCA_019249825	GCA_051861795	0.81561	0.90347	0.13382
GCA_019249825	GCA_051861805	2.12267	2.65180	0.15526
GCA_019249825	GCA_051861815	0.78964	0.85079	0.13230
GCA_019249855	GCA_020735445	0.77148	0.81652	0.12327
GCA_019249855	GCA_025151535	0.74234	0.80243	0.09591
GCA_019249855	GCA_032450655	0.86697	0.92461	0.09009
GCA_019249855	GCA_032451715	0.97302	1.07549	0.12027
GCA_019249855	GCA_032452275	0.92704	1.03996	0.08647
GCA_019249855	GCA_032452555	1.07270	1.28175	0.23498
GCA_019249855	GCA_051861795	0.85423	0.91701	0.11134
GCA_019249855	GCA_051861805	2.21055	2.84668	0.12477
GCA_019249855	GCA_051861815	0.86204	0.90846	0.14142
GCA_020735445	GCA_025151535	0.02996	0.01587	0.08719
GCA_020735445	GCA_032450655	0.95132	1.01026	0.12477
GCA_020735445	GCA_032451715	1.04127	1.17150	0.18990
GCA_020735445	GCA_032452275	1.07808	1.13574	0.14218
GCA_020735445	GCA_032452555	1.13275	1.35688	0.30889
GCA_020735445	GCA_051861795	0.91310	0.99350	0.15836
GCA_020735445	GCA_051861805	2.24940	2.97018	0.21260
GCA_020735445	GCA_051861815	0.90676	0.95380	0.22248
GCA_025151535	GCA_032450655	0.93030	0.99701	0.13761
GCA_025151535	GCA_032451715	1.02232	1.15985	0.09372
GCA_025151535	GCA_032452275	1.05681	1.12404	0.07855
GCA_025151535	GCA_032452555	1.11975	1.34240	0.26735
GCA_025151535	GCA_051861795	0.90361	0.98811	0.07999
GCA_025151535	GCA_051861805	2.21055	2.96664	0.15680
GCA_025151535	GCA_051861815	0.89840	0.95199	0.14066
GCA_032450655	GCA_032451715	1.00752	1.15231	0.15371
GCA_032450655	GCA_032452275	0.99663	1.14077	0.14295
GCA_032450655	GCA_032452555	1.10981	1.27977	0.26217
GCA_032450655	GCA_051861795	0.55724	0.64453	0.16225
GCA_032450655	GCA_051861805	2.25509	2.75512	0.16459
GCA_032450655	GCA_051861815	0.60549	0.65254	0.17558
GCA_032451715	GCA_032452275	0.63872	0.74833	0.10249
GCA_032451715	GCA_032452555	1.05289	1.27841	0.21014
GCA_032451715	GCA_051861795	1.05420	1.18398	0.13533
GCA_032451715	GCA_051861805	2.24940	2.78424	0.11803
GCA_032451715	GCA_051861815	1.05550	1.17619	0.14985
GCA_032452275	GCA_032452555	1.12984	1.32680	0.22414
GCA_032452275	GCA_051861795	1.03236	1.19550	0.10396
GCA_032452275	GCA_051861805	2.27822	2.82787	0.11505
GCA_032452275	GCA_051861815	1.02232	1.17149	0.13533
GCA_032452555	GCA_051861795	1.08350	1.27785	0.26648
GCA_032452555	GCA_051861805	2.19440	2.69145	0.19312
GCA_032452555	GCA_051861815	1.09033	1.29089	0.30349
GCA_051861795	GCA_051861805	2.24374	2.76437	0.16929
GCA_051861795	GCA_051861815	0.44329	0.48933	0.10543
GCA_051861805	GCA_051861815	2.17853	2.72242	0.18591
