acc_a	acc_b	wgs_dist	brad_dist	s16_dist
GCA_031191795	GCA_037889385	0.91098	2.14007	0.13057
GCA_031191795	GCA_037890135	0.92596	1.88707	0.11695
GCA_031191795	GCA_037900345	0.00083	0.00000	0.00000
GCA_031191795	GCA_037951365	0.20150	0.19189	0.04866
GCA_031191795	GCA_037952305	0.18501	0.33922	0.06351
GCA_031191795	GCA_037953125	0.19248	0.25345	0.01415
GCA_031191795	GCA_037955445	0.17021	0.18540	0.04305
GCA_031191795	GCA_048313075	0.22105	0.28768	0.02850
GCA_031191795	GCA_050233295	0.19444	0.25951	0.02850
GCA_031191795	GCA_050920715	0.00050	0.00000	0.04305
GCA_031191795	GCA_056333145	0.00067	0.00000	0.09158
GCA_031191795	GCA_964642115	0.00369	0.01600	0.04305
GCA_037889055	GCA_037889125	0.25747	0.22314	0.04305
GCA_037889055	GCA_037889175	0.25650	0.41820	0.06351
GCA_037889055	GCA_037889235	0.10303	0.06062	0.04375
GCA_037889055	GCA_037889255	0.98709	2.22462	0.19106
GCA_037889055	GCA_037889285	0.26964	0.41820	0.06351
GCA_037889055	GCA_037889315	0.91736	2.09495	0.18460
GCA_037889055	GCA_037889325	0.25975	0.33647	0.07859
GCA_037889055	GCA_037889375	0.23408	0.37844	0.04305
GCA_037889055	GCA_037889385	0.93687	2.14007	0.15840
GCA_037889055	GCA_037890135	0.94573	1.88707	0.14207
GCA_037889055	GCA_037900345	0.23501	0.13353	0.05783
GCA_037889055	GCA_037951365	0.23872	0.23111	0.07859
GCA_037889055	GCA_037952305	0.25263	0.37844	0.06351
GCA_037889055	GCA_037953125	0.24436	0.25345	0.04305
GCA_037889055	GCA_037955445	0.25263	0.26236	0.04305
GCA_037889055	GCA_048313075	0.24688	0.33024	0.05783
GCA_037889055	GCA_050233295	0.25747	0.22314	0.02850
GCA_037889055	GCA_050920715	0.23439	0.13353	0.04305
GCA_037889055	GCA_056333145	0.23470	0.13353	0.15504
GCA_037889055	GCA_902381645	1.47613	3.48124	0.26551
GCA_037889055	GCA_964642115	0.23779	0.15415	0.04305
GCA_037889125	GCA_037889175	0.17260	0.25300	0.04866
GCA_037889125	GCA_037889235	0.24815	0.27871	0.01415
GCA_037889125	GCA_037889255	0.98709	2.59027	0.14826
GCA_037889125	GCA_037889285	0.18942	0.25300	0.04866
GCA_037889125	GCA_037889315	0.90257	2.47092	0.14207
GCA_037889125	GCA_037889325	0.24879	0.41871	0.06351
GCA_037889125	GCA_037889375	0.24373	0.38046	0.00000
GCA_037889125	GCA_037889385	0.91310	2.51231	0.11469
GCA_037889125	GCA_037890135	0.93358	2.48491	0.10128
GCA_037889125	GCA_037900345	0.19528	0.25951	0.01415
GCA_037889125	GCA_037951365	0.22015	0.32208	0.03402
GCA_037889125	GCA_037952305	0.15415	0.21056	0.04866
GCA_037889125	GCA_037953125	0.21659	0.37844	0.00000
GCA_037889125	GCA_037955445	0.21394	0.23733	0.02850
GCA_037889125	GCA_048313075	0.24247	0.37729	0.01415
GCA_037889125	GCA_050233295	0.00000	0.00000	0.01415
GCA_037889125	GCA_050920715	0.19472	0.25951	0.02850
GCA_037889125	GCA_056333145	0.19528	0.25951	0.10707
GCA_037889125	GCA_964642115	0.19866	0.28286	0.02850
GCA_037889175	GCA_037889235	0.22888	0.35840	0.04936
GCA_037889175	GCA_037889255	0.99423	2.18605	0.15137
GCA_037889175	GCA_037889285	0.04332	0.08895	0.00000
GCA_037889175	GCA_037889315	0.91204	2.07944	0.14516
GCA_037889175	GCA_037889325	0.21807	0.31552	0.01415
GCA_037889175	GCA_037889375	0.19781	0.31845	0.04866
GCA_037889175	GCA_037889385	0.93797	2.33940	0.11996
GCA_037889175	GCA_037890135	0.93687	2.09186	0.10425
GCA_037889175	GCA_037900345	0.21160	0.38046	0.06351
GCA_037889175	GCA_037951365	0.22767	0.40547	0.04305
GCA_037889175	GCA_037952305	0.03937	0.07062	0.00000
GCA_037889175	GCA_037953125	0.24028	0.45548	0.04866
GCA_037889175	GCA_037955445	0.22195	0.35667	0.04866
GCA_037889175	GCA_048313075	0.24530	0.49825	0.03402
GCA_037889175	GCA_050233295	0.17260	0.25300	0.03402
GCA_037889175	GCA_050920715	0.21073	0.38046	0.04866
GCA_037889175	GCA_056333145	0.21131	0.38046	0.13879
GCA_037889175	GCA_964642115	0.21453	0.36772	0.04866
GCA_037889235	GCA_037889255	0.97534	2.27727	0.15840
GCA_037889235	GCA_037889285	0.24879	0.39349	0.04936
GCA_037889235	GCA_037889315	0.90887	2.15466	0.15215
GCA_037889235	GCA_037889325	0.23347	0.27871	0.06423
GCA_037889235	GCA_037889375	0.21336	0.28336	0.01415
GCA_037889235	GCA_037889385	0.91950	2.19722	0.12677
GCA_037889235	GCA_037890135	0.92596	1.94591	0.11095
GCA_037889235	GCA_037900345	0.22919	0.15906	0.02850
GCA_037889235	GCA_037951365	0.23501	0.25345	0.04866
GCA_037889235	GCA_037952305	0.24059	0.39256	0.04936
GCA_037889235	GCA_037953125	0.24216	0.31144	0.01415
GCA_037889235	GCA_037955445	0.24975	0.32208	0.02918
GCA_037889235	GCA_048313075	0.24122	0.39087	0.02850
GCA_037889235	GCA_050233295	0.24815	0.27871	0.01483
GCA_037889235	GCA_050920715	0.22827	0.15906	0.02918
GCA_037889235	GCA_056333145	0.22888	0.15906	0.12281
GCA_037889235	GCA_902381645	1.47384	3.54096	0.23967
GCA_037889235	GCA_964642115	0.23193	0.17934	0.02918
GCA_037889255	GCA_037889285	1.01612	2.18605	0.15137
GCA_037889255	GCA_037889315	0.39753	0.67990	0.02850
GCA_037889255	GCA_037889325	0.97885	2.30259	0.16784
GCA_037889255	GCA_037889375	0.99184	2.11626	0.14826
GCA_037889255	GCA_037889385	0.40903	0.71912	0.07282
GCA_037889255	GCA_037890135	0.39404	0.74721	0.04305
GCA_037889255	GCA_037900345	0.96955	2.22462	0.16469
GCA_037889255	GCA_037951365	0.95358	2.21102	0.14207
GCA_037889255	GCA_037952305	0.97070	2.11626	0.15137
GCA_037889255	GCA_037953125	0.95583	1.85890	0.14826
GCA_037889255	GCA_037955445	0.96151	2.23805	0.17419
GCA_037889255	GCA_048313075	0.98354	2.00148	0.16469
GCA_037889255	GCA_050233295	0.98709	2.59027	0.15761
GCA_037889255	GCA_050920715	0.96839	2.22462	0.17419
GCA_037889255	GCA_056333145	0.96839	2.22462	0.24817
GCA_037889255	GCA_902381645	1.45134	2.23805	0.25079
GCA_037889255	GCA_964642115	0.96724	2.21102	0.17419
GCA_037889285	GCA_037889315	0.92057	2.07944	0.14516
GCA_037889285	GCA_037889325	0.23810	0.38221	0.01415
GCA_037889285	GCA_037889375	0.22015	0.38299	0.04866
GCA_037889285	GCA_037889385	0.93030	1.93393	0.11996
GCA_037889285	GCA_037890135	0.94573	2.09186	0.10425
GCA_037889285	GCA_037900345	0.22676	0.38046	0.06351
GCA_037889285	GCA_037951365	0.24090	0.40547	0.04305
GCA_037889285	GCA_037952305	0.05504	0.07062	0.00000
GCA_037889285	GCA_037953125	0.25585	0.45548	0.04866
GCA_037889285	GCA_037955445	0.23966	0.35667	0.04866
GCA_037889285	GCA_048313075	0.25942	0.49825	0.03402
GCA_037889285	GCA_050233295	0.18942	0.25300	0.03402
GCA_037889285	GCA_050920715	0.22585	0.38046	0.04866
GCA_037889285	GCA_056333145	0.22646	0.38046	0.13879
GCA_037889285	GCA_964642115	0.22979	0.36772	0.04866
GCA_037889315	GCA_037889325	0.90571	2.47092	0.16154
GCA_037889315	GCA_037889375	0.91310	2.51231	0.14207
GCA_037889315	GCA_037889385	0.29751	0.40547	0.07282
GCA_037889315	GCA_037890135	0.34648	0.56711	0.04305
GCA_037889315	GCA_037900345	0.88810	2.09495	0.15840
GCA_037889315	GCA_037951365	0.88912	2.07944	0.13592
GCA_037889315	GCA_037952305	0.89117	2.22462	0.14516
GCA_037889315	GCA_037953125	0.88606	1.73460	0.14207
GCA_037889315	GCA_037955445	0.86995	2.11021	0.16784
GCA_037889315	GCA_048313075	0.89117	1.87180	0.15840
GCA_037889315	GCA_050233295	0.90257	2.47092	0.15137
GCA_037889315	GCA_050920715	0.88810	2.09495	0.16784
GCA_037889315	GCA_056333145	0.88810	2.09495	0.24134
GCA_037889315	GCA_902381645	1.36529	2.11021	0.26377
GCA_037889315	GCA_964642115	0.88708	2.07944	0.16784
GCA_037889325	GCA_037889375	0.17207	0.45742	0.06351
GCA_037889325	GCA_037889385	0.92704	2.22462	0.13592
GCA_037889325	GCA_037890135	0.91204	1.97408	0.11996
GCA_037889325	GCA_037900345	0.21600	0.37729	0.07859
GCA_037889325	GCA_037951365	0.24278	0.40547	0.05783
GCA_037889325	GCA_037952305	0.22135	0.34410	0.01415
GCA_037889325	GCA_037953125	0.25070	0.30148	0.06351
GCA_037889325	GCA_037955445	0.23779	0.47849	0.06351
GCA_037889325	GCA_048313075	0.24688	0.51083	0.04866
GCA_037889325	GCA_050233295	0.24879	0.41871	0.04866
GCA_037889325	GCA_050920715	0.21541	0.37729	0.06351
GCA_037889325	GCA_056333145	0.21571	0.37729	0.15504
GCA_037889325	GCA_902381645	1.47384	3.56953	0.27957
GCA_037889325	GCA_964642115	0.21926	0.36291	0.06351
GCA_037889375	GCA_037889385	0.94684	2.04122	0.11469
GCA_037889375	GCA_037890135	0.93358	2.23805	0.10128
GCA_037889375	GCA_037900345	0.22374	0.33922	0.01415
GCA_037889375	GCA_037951365	0.22224	0.36464	0.03402
GCA_037889375	GCA_037952305	0.19528	0.34628	0.04866
GCA_037889375	GCA_037953125	0.24593	0.50209	0.00000
GCA_037889375	GCA_037955445	0.22676	0.35282	0.02850
GCA_037889375	GCA_048313075	0.23624	0.60158	0.01415
GCA_037889375	GCA_050233295	0.24373	0.38046	0.01415
GCA_037889375	GCA_050920715	0.22284	0.33922	0.02850
GCA_037889375	GCA_056333145	0.22344	0.33922	0.10707
GCA_037889375	GCA_964642115	0.22555	0.36464	0.02850
GCA_037889385	GCA_037890135	0.34373	0.66498	0.05783
GCA_037889385	GCA_037900345	0.91204	2.14007	0.13057
GCA_037889385	GCA_037951365	0.90992	2.12525	0.10871
GCA_037889385	GCA_037952305	0.90781	2.26436	0.11996
GCA_037889385	GCA_037953125	0.89633	1.96009	0.11469
GCA_037889385	GCA_037955445	0.89323	2.15466	0.14207
GCA_037889385	GCA_048313075	0.92921	2.14007	0.13057
GCA_037889385	GCA_050233295	0.91310	2.51231	0.12601
GCA_037889385	GCA_050920715	0.91204	2.14007	0.12829
GCA_037889385	GCA_056333145	0.91204	2.14007	0.21119
GCA_037889385	GCA_902381645	1.40399	2.44235	0.27252
GCA_037889385	GCA_964642115	0.90992	2.12525	0.12829
GCA_037890135	GCA_037900345	0.92704	1.88707	0.11695
GCA_037890135	GCA_037951365	0.91950	2.09495	0.09538
GCA_037890135	GCA_037952305	0.91416	2.01490	0.10425
GCA_037890135	GCA_037953125	0.89840	1.59505	0.10128
GCA_037890135	GCA_037955445	0.90992	2.12525	0.12601
GCA_037890135	GCA_048313075	0.93139	1.70475	0.11695
GCA_037890135	GCA_050233295	0.93358	2.48491	0.11020
GCA_037890135	GCA_050920715	0.92596	1.88707	0.12601
GCA_037890135	GCA_056333145	0.92704	1.88707	0.19645
GCA_037890135	GCA_902381645	1.39568	2.41293	0.22784
GCA_037890135	GCA_964642115	0.92596	1.87180	0.12601
GCA_037900345	GCA_037951365	0.20236	0.19189	0.04866
GCA_037900345	GCA_037952305	0.18611	0.33922	0.06351
GCA_037900345	GCA_037953125	0.19332	0.25345	0.01415
GCA_037900345	GCA_037955445	0.17074	0.18540	0.04305
GCA_037900345	GCA_048313075	0.22224	0.28768	0.02850
GCA_037900345	GCA_050233295	0.19528	0.25951	0.02850
GCA_037900345	GCA_050920715	0.00100	0.00000	0.04305
GCA_037900345	GCA_056333145	0.00017	0.00000	0.09158
GCA_037900345	GCA_964642115	0.00419	0.01600	0.04305
GCA_037951365	GCA_037952305	0.21073	0.36464	0.04305
GCA_037951365	GCA_037953125	0.20985	0.31845	0.03402
GCA_037951365	GCA_037955445	0.16653	0.16990	0.06351
GCA_037951365	GCA_048313075	0.23470	0.31449	0.04866
GCA_037951365	GCA_050233295	0.22015	0.32208	0.04866
GCA_037951365	GCA_050920715	0.20179	0.19189	0.06351
GCA_037951365	GCA_056333145	0.20236	0.19189	0.12281
GCA_037951365	GCA_964642115	0.20638	0.17589	0.06351
GCA_037952305	GCA_037953125	0.21689	0.41871	0.04866
GCA_037952305	GCA_037955445	0.19781	0.31508	0.04866
GCA_037952305	GCA_048313075	0.23624	0.46182	0.03402
GCA_037952305	GCA_050233295	0.15415	0.21056	0.03402
GCA_037952305	GCA_050920715	0.18556	0.33922	0.04866
GCA_037952305	GCA_056333145	0.18584	0.33922	0.13879
GCA_037952305	GCA_964642115	0.18914	0.32542	0.04866
GCA_037953125	GCA_037955445	0.19276	0.34831	0.02850
GCA_037953125	GCA_048313075	0.22676	0.37605	0.01415
GCA_037953125	GCA_050233295	0.21659	0.37844	0.01415
GCA_037953125	GCA_050920715	0.19276	0.25345	0.02850
GCA_037953125	GCA_056333145	0.19304	0.25345	0.10707
GCA_037953125	GCA_902381645	1.46929	3.52636	0.23882
GCA_037953125	GCA_964642115	0.19725	0.23841	0.02850
GCA_037955445	GCA_048313075	0.22224	0.30319	0.04305
GCA_037955445	GCA_050233295	0.21394	0.23733	0.01415
GCA_037955445	GCA_050920715	0.16995	0.18540	0.02850
GCA_037955445	GCA_056333145	0.17074	0.18540	0.13879
GCA_037955445	GCA_964642115	0.17366	0.16990	0.02850
GCA_048313075	GCA_050233295	0.24247	0.37729	0.02850
GCA_048313075	GCA_050920715	0.22165	0.28768	0.04305
GCA_048313075	GCA_056333145	0.22195	0.28768	0.12281
GCA_048313075	GCA_964642115	0.22525	0.31449	0.04305
GCA_050233295	GCA_050920715	0.19472	0.25951	0.01415
GCA_050233295	GCA_056333145	0.19528	0.25951	0.12281
GCA_050233295	GCA_964642115	0.19866	0.28286	0.01415
GCA_050920715	GCA_056333145	0.00083	0.00000	0.13879
GCA_050920715	GCA_964642115	0.00386	0.01600	0.00000
GCA_056333145	GCA_964642115	0.00402	0.01600	0.13879
